person_id,zone_id,nearest_station_id,walking_distance_m,walking_time_min,price_eur,availability,purpose,choice
1036,80,26,664.1,8.3,1.5,0.571,leisure,0
1037,62,28,646.8,8.08,1.25,0.841,commute,0
1038,40,3,1832.3,22.9,1.75,0.263,leisure,0
1039,27,21,1939.1,24.24,1.25,0.705,study,0
1040,35,8,358.7,4.48,2,0.386,study,1
1041,35,8,219.3,2.74,1,0.568,study,1
1042,77,27,344.1,4.3,1,0.819,commute,1
1043,78,26,685.5,8.57,1,0.49,commute,1
1044,64,28,366.5,4.58,1.75,0.854,leisure,1
1045,71,19,1502.5,18.78,2,0.841,leisure,0
1046,77,27,425.4,5.32,1.5,0.62,leisure,1
1047,71,19,1811.1,22.64,0.75,0.759,commute,1
1048,3,12,552.9,6.91,0.75,0.581,leisure,0
1049,42,19,1153.1,14.41,0.75,0.728,commute,0
1050,44,5,1326.7,16.58,1.5,0.818,shopping,0
1051,8,8,282.3,3.53,0.75,0.659,study,1
1052,50,25,1610.4,20.13,1,0.762,commute,1
1053,39,19,1633.3,20.42,1.5,0.895,commute,1
1054,55,10,817.3,10.22,1.5,0.693,commute,0
1055,35,8,417.7,5.22,1.5,0.438,leisure,1
1056,50,25,1213.5,15.17,0.5,0.796,commute,0
1057,58,26,1468,18.35,1,0.533,commute,0
1058,23,28,715.7,8.95,0.5,0.682,commute,1
1059,57,25,480.9,6.01,1.25,0.861,commute,1
1060,5,28,1306.6,16.33,1,0.723,commute,0
1061,36,13,1286.2,16.08,0.5,0.629,shopping,0
1062,57,25,646.7,8.08,1,0.755,commute,1
1063,57,25,972.1,12.15,1.5,0.624,commute,0
1064,5,28,1836.4,22.95,2,0.81,leisure,0
1065,23,28,898.3,11.23,0.5,0.682,commute,1
1066,7,26,296.6,3.71,1.25,0.565,leisure,1
1067,75,10,1364.8,17.06,1.25,0.783,commute,1
1068,58,26,1702.8,21.29,1.25,0.672,commute,0
1069,57,25,595.1,7.44,0.75,0.684,commute,1
1070,79,28,582.2,7.28,1,0.796,shopping,1
1071,74,11,444.3,5.55,1,0.692,commute,0
1072,66,17,1187.1,14.84,1.25,0.49,leisure,1
1073,24,21,1819,22.74,1.75,0.903,commute,0
1074,35,8,569.8,7.12,1.5,0.774,shopping,0
1075,5,28,1405.4,17.57,1,0.808,leisure,1
1076,59,28,3236.7,40.46,0.75,0.851,commute,0
1077,38,23,1682.2,21.03,2,0.849,commute,0
1078,36,13,1270.7,15.88,1,0.721,commute,0
1079,80,26,651.5,8.14,1,0.573,study,0
1080,39,19,1551.4,19.39,0.75,0.813,commute,0
1081,78,26,938.3,11.73,1,0.484,commute,0
1082,8,8,348.6,4.36,1.75,0.781,commute,1
1083,67,25,1060.4,13.26,2,0.807,commute,0
1084,8,8,299.5,3.74,2,0.754,leisure,0
1085,68,11,239,2.99,1.5,0.823,leisure,1
1086,43,28,3059.3,38.24,0.75,0.571,commute,0
1087,8,8,384.9,4.81,0.5,0.652,leisure,1
1088,13,1,975.9,12.2,1.25,0.779,study,1
1089,35,8,370.7,4.63,1.5,0.593,commute,0
1090,58,26,1306.5,16.33,1.5,0.643,study,0
1091,30,4,1929.5,24.12,1.25,0.394,commute,0
1092,68,11,206.5,2.58,1.75,0.776,study,1
1093,59,28,2650.4,33.13,0.5,0.506,leisure,0
1094,22,20,1457.6,18.22,1.75,0.658,study,0
1095,79,28,576.4,7.2,0.75,0.833,commute,1
1096,41,26,2188.1,27.35,0.75,0.643,commute,0
1097,40,3,1184.1,14.8,1,0.4,leisure,1
1098,50,25,2006.3,25.08,2,0.782,commute,0
1099,46,21,1183,14.79,1.5,0.918,study,1
1100,24,21,1917.5,23.97,1.25,0.775,study,1
1101,24,21,2079.6,26,1.25,0.729,shopping,0
1102,17,3,2269,28.36,0.75,0.581,study,0
1103,23,28,927,11.59,0.5,0.879,commute,1
1104,64,28,437.8,5.47,1,0.778,study,1
1105,3,12,494.8,6.19,1.5,0.516,commute,0
1106,45,28,1046.1,13.08,1,0.631,leisure,0
1107,31,12,567,7.09,0.75,0.75,commute,1
1108,59,28,3021.7,37.77,1.25,0.723,leisure,0
1109,17,3,1567,19.59,1,0.357,commute,1
1110,56,14,1410.4,17.63,1,0.347,shopping,1
1111,67,25,1432,17.9,1.5,0.681,study,0
1112,79,28,430.3,5.38,0.5,0.697,study,1
1113,47,19,2135.2,26.69,1,0.778,commute,0
1114,54,14,1343.4,16.79,1.5,0.226,leisure,0
1115,1,19,1561.5,19.52,0.75,0.929,commute,0
1116,14,25,1314.2,16.43,2,0.856,study,0
1117,37,30,1962.5,24.53,1.75,0.509,study,0
1118,76,2,559.8,7,1.5,0.491,study,1
1119,63,11,333,4.16,1.25,0.762,commute,1
1120,40,3,1288.1,16.1,1,0.438,leisure,0
1121,10,11,1056.5,13.21,1.75,0.756,commute,1
1122,42,19,1122.6,14.03,0.75,0.947,commute,1
1123,8,8,290.9,3.64,0.5,0.534,study,1
1124,40,3,2102.1,26.28,1,0.497,study,0
1125,14,25,1397.1,17.46,1.75,0.539,study,0
1126,77,27,396.8,4.96,0.5,0.98,commute,1
1127,16,25,1794,22.43,0.5,0.741,leisure,1
1128,40,3,1117.3,13.97,0.75,0.358,commute,1
1129,68,11,279.9,3.5,0.75,0.66,commute,1
1130,48,19,620.3,7.75,1.75,0.93,commute,1
1131,54,14,1282.9,16.04,1.25,0.336,shopping,1
1132,59,28,2483.4,31.04,1.75,0.594,leisure,0
1133,69,4,2054.4,25.68,0.75,0.53,leisure,1
1134,40,3,1819.2,22.74,2,0.205,study,0
1135,65,28,527.2,6.59,1.5,0.651,commute,1
1136,54,14,1516,18.95,1,0.412,study,0
1137,19,17,531.4,6.64,0.5,0.446,commute,0
1138,14,25,1301.9,16.27,1,0.703,leisure,0
1139,72,28,1211.1,15.14,0.75,0.647,commute,1
1140,77,27,350.3,4.38,1.75,0.762,commute,1
1141,8,8,421,5.26,0.75,0.612,shopping,1
1142,10,11,1041.3,13.02,1,0.785,leisure,0
1143,5,28,1321.9,16.52,1.25,0.611,commute,0
1144,56,14,1148.5,14.36,0.5,0.411,commute,0
1145,46,21,1407.7,17.6,1,0.747,commute,0
1146,17,3,1868.5,23.36,1.75,0.132,commute,0
1147,50,25,1495.2,18.69,1,0.772,commute,1
1148,46,21,1315.4,16.44,1.25,0.784,study,0
1149,6,28,1723.9,21.55,1.75,0.722,study,0
1150,68,11,281.3,3.52,0.75,0.825,commute,0
1151,46,21,1390.4,17.38,1.5,0.765,commute,1
1152,28,30,260.1,3.25,1.5,0.444,leisure,0
1153,75,10,2012.5,25.16,1.25,0.769,commute,0
1154,67,25,1085.6,13.57,1.75,0.717,commute,0
1155,22,20,1082.9,13.54,0.75,0.584,leisure,1
1156,28,30,279.1,3.49,1.75,0.517,study,1
1157,46,21,1447.4,18.09,1.5,0.933,commute,0
1158,71,19,2271.3,28.39,0.5,0.98,commute,0
1159,28,30,300.8,3.76,1.5,0.36,shopping,0
1160,27,21,2213.5,27.67,1,0.908,leisure,1
1161,18,21,375.2,4.69,1,0.77,leisure,1
1162,27,21,2664.5,33.31,1,0.698,commute,0
1163,19,17,353.4,4.42,2,0.55,study,1
1164,1,19,1511.9,18.9,1,0.922,study,0
1165,46,21,1628.2,20.35,0.5,0.624,leisure,1
1166,36,13,1464.5,18.31,1.25,0.559,commute,0
1167,32,23,680.5,8.51,1.25,0.687,leisure,0
1168,42,19,1134.8,14.18,1.75,0.773,leisure,0
1169,24,21,1624.5,20.31,0.75,0.804,leisure,1
1170,78,26,922.2,11.53,0.75,0.59,leisure,1
1171,80,26,775.1,9.69,1.25,0.728,commute,1
1172,79,28,818.1,10.23,1,0.741,leisure,0
1173,28,30,304.6,3.81,1,0.407,commute,1
1174,27,21,2880.3,36,1,0.712,shopping,0
1175,22,20,1220.1,15.25,1.5,0.61,commute,0
1176,24,21,1483.8,18.55,1.25,0.673,commute,1
1177,18,21,733,9.16,1.25,0.823,commute,0
1178,50,25,1752.2,21.9,0.5,0.779,leisure,1
1179,60,10,1641.2,20.52,0.75,0.624,shopping,0
1180,26,14,311,3.89,1,0.232,study,0
1181,41,26,2044.4,25.56,0.75,0.518,leisure,0
1182,5,28,1622.6,20.28,1.75,0.664,commute,0
1183,1,19,1802.8,22.53,1.5,0.865,commute,1
1184,36,13,1274,15.93,1,0.742,commute,0
1185,14,25,1554.2,19.43,1.5,0.862,commute,1
1186,46,21,1506.6,18.83,0.75,0.846,commute,0
1187,29,24,330.4,4.13,2,0.577,leisure,0
1188,43,28,3403.6,42.55,1,0.792,commute,0
1189,21,5,1211.5,15.14,1.75,0.885,study,0
1190,77,27,312.8,3.91,1,0.681,commute,1
1191,9,19,961.3,12.02,1,0.675,commute,1
1192,58,26,1431,17.89,2,0.668,commute,0
1193,6,28,1808.9,22.61,1,0.838,commute,0
1194,6,28,1756.7,21.96,1,0.667,leisure,0
1195,59,28,2851.7,35.65,1.5,0.661,commute,0
1196,66,17,1914.7,23.93,1.25,0.302,leisure,0
1197,6,28,2036.8,25.46,0.5,0.924,study,1
1198,58,26,1183.4,14.79,1.75,0.489,commute,1
1199,17,3,1553.5,19.42,1.5,0.186,shopping,0
1200,28,30,337.3,4.22,1,0.54,study,1
1201,20,4,348.6,4.36,1,0.241,shopping,1
1202,57,25,666.3,8.33,1.25,0.581,commute,1
1203,27,21,2023.1,25.29,1,0.554,study,1
1204,23,28,979.7,12.25,0.75,0.98,commute,1
1205,11,23,2193.5,27.42,0.5,0.673,commute,0
1206,50,25,1055.1,13.19,1.5,0.644,shopping,1
1207,36,13,2007.4,25.09,1.25,0.705,commute,0
1208,60,10,1176.2,14.7,1.75,0.702,commute,1
1209,51,15,761.1,9.51,1,0.629,study,0
1210,8,8,449.2,5.61,1,0.52,commute,0
1211,76,2,465.1,5.81,1.75,0.35,commute,1
1212,57,25,707.7,8.85,1,0.782,study,1
1213,2,8,516.4,6.46,1,0.639,study,0
1214,10,11,784.1,9.8,1,0.646,leisure,0
1215,28,30,309.5,3.87,1.5,0.525,leisure,0
1216,54,14,1846.6,23.08,1.25,0.543,commute,0
1217,80,26,709.8,8.87,1,0.506,commute,1
1218,56,14,1350.3,16.88,1.75,0.439,shopping,0
1219,79,28,634.4,7.93,0.75,0.925,leisure,1
1220,61,10,786,9.83,1.25,0.807,commute,1
1221,3,12,610.6,7.63,1,0.727,leisure,0
1222,17,3,1927.3,24.09,1.75,0.433,leisure,0
1223,46,21,1659,20.74,1.25,0.853,leisure,0
1224,79,28,705.8,8.82,0.75,0.862,leisure,1
1225,15,26,1492.2,18.65,0.5,0.598,study,0
1226,54,14,1433.2,17.92,2,0.463,shopping,1
1227,32,23,853.1,10.66,1.25,0.88,study,0
1228,35,8,482.7,6.03,1.75,0.66,commute,1
1229,27,21,2332.5,29.16,1.25,0.693,commute,0
1230,42,19,1053.6,13.17,1,0.607,commute,1
1231,74,11,467.3,5.84,0.5,0.724,study,1
1232,67,25,1168,14.6,1.25,0.728,shopping,0
1233,67,25,1328.6,16.61,0.75,0.642,shopping,0
1234,64,28,460.7,5.76,1.5,0.751,leisure,1
1235,5,28,1409.8,17.62,1,0.884,leisure,0
1236,40,3,1481.3,18.52,1,0.31,shopping,0
1237,34,13,1544.1,19.3,1.75,0.701,leisure,0
1238,57,25,601.4,7.52,0.75,0.547,shopping,1
1239,1,19,1872.1,23.4,1,0.949,shopping,1
1240,80,26,633.5,7.92,1.25,0.522,study,1
1241,36,13,1795.2,22.44,1.75,0.599,commute,0
1242,21,5,1447.2,18.09,1.5,0.814,commute,1
1243,16,25,1348.8,16.86,1.25,0.77,commute,1
1244,67,25,1531.1,19.14,1.25,0.804,leisure,0
1245,50,25,1343.5,16.79,0.75,0.98,commute,0
1246,58,26,1177.7,14.72,1.5,0.645,leisure,0
1247,78,26,734.1,9.18,1,0.672,study,1
1248,53,5,1413.9,17.67,1.5,0.751,commute,0
1249,18,21,513.1,6.41,2,0.98,leisure,1
1250,41,26,2043.4,25.54,1,0.621,shopping,0
1251,6,28,2097.2,26.21,0.75,0.872,shopping,0
1252,66,17,1255.9,15.7,1,0.444,study,0
1253,48,19,729.4,9.12,1.5,0.638,leisure,0
1254,57,25,415.6,5.2,0.75,0.609,commute,1
1255,45,28,1627.2,20.34,1,0.769,commute,0
1256,63,11,448.4,5.6,0.75,0.681,leisure,1
1257,78,26,780.4,9.76,1.25,0.753,commute,1
1258,22,20,1438.9,17.99,1,0.555,commute,0
1259,74,11,438.4,5.48,1.25,0.936,commute,0
1260,27,21,1807,22.59,1,0.864,commute,0
1261,46,21,1469.7,18.37,0.75,0.98,leisure,1
1262,71,19,2119.5,26.49,1,0.858,commute,0
1263,8,8,356.4,4.46,0.75,0.486,leisure,0
1264,40,3,1690.1,21.13,1.25,0.255,commute,0
1265,51,15,772.9,9.66,1,0.811,commute,1
1266,18,21,554.6,6.93,1.75,0.606,shopping,0
1267,14,25,1582.1,19.78,1,0.731,commute,0
1268,58,26,1544.1,19.3,2,0.666,shopping,1
1269,17,3,2166.3,27.08,0.75,0.279,commute,0
1270,31,12,569.8,7.12,1,0.742,leisure,1
1271,6,28,1747.6,21.84,1,0.641,study,0
1272,30,4,1812.7,22.66,1,0.698,commute,1
1273,50,25,1442.3,18.03,2,0.638,commute,0
1274,47,19,3130.9,39.14,1,0.975,leisure,0
1275,65,28,565.8,7.07,1,0.709,leisure,1
1276,31,12,676.9,8.46,1,0.7,commute,1
1277,35,8,506.8,6.33,0.5,0.407,leisure,1
1278,32,23,1182.7,14.78,1,0.819,commute,1
1279,18,21,607.5,7.59,0.5,0.718,leisure,1
1280,7,26,259.6,3.25,1,0.406,leisure,1
1281,28,30,282.8,3.53,1.25,0.672,commute,1
1282,57,25,692.3,8.65,1,0.621,commute,0
1283,76,2,481.5,6.02,1,0.339,commute,1
1284,42,19,1815.6,22.69,1.25,0.734,commute,0
1285,30,4,2071.6,25.9,1.25,0.425,commute,0
1286,35,8,515.3,6.44,1.75,0.694,study,0
1287,2,8,287,3.59,2,0.578,study,0
1288,80,26,784.4,9.81,1.75,0.405,commute,1
1289,27,21,2267,28.34,1.25,0.772,study,1
1290,38,23,1197.5,14.97,0.75,0.885,study,1
1291,45,28,1092.4,13.66,1,0.841,commute,1
1292,35,8,445.3,5.57,1,0.39,commute,0
1293,80,26,692.4,8.66,0.75,0.639,leisure,0
1294,17,3,2172.5,27.16,1.5,0.206,study,0
1295,76,2,346.3,4.33,0.5,0.401,leisure,1
1296,4,5,1608.5,20.11,1.25,0.673,leisure,0
1297,57,25,498.7,6.23,1.25,0.827,leisure,1
1298,15,26,1506.4,18.83,0.75,0.65,leisure,1
1299,17,3,1540.9,19.26,0.5,0.515,study,0
1300,17,3,1986.6,24.83,1,0.418,leisure,0
1301,64,28,327.6,4.09,1.5,0.587,leisure,1
1302,45,28,1069.9,13.37,1,0.71,study,0
1303,17,3,2148.8,26.86,1.5,0.113,leisure,0
1304,6,28,2358.6,29.48,1.25,0.653,leisure,0
1305,36,13,1196,14.95,1.5,0.712,leisure,0
1306,34,13,1654.2,20.68,1,0.573,commute,0
1307,43,28,2609.6,32.62,1.75,0.66,study,0
1308,22,20,1409.5,17.62,2,0.351,commute,0
1309,63,11,477.5,5.97,1,0.737,study,1
1310,33,18,668.4,8.35,2,0.436,study,1
1311,67,25,1838.9,22.99,1,0.658,commute,0
1312,7,26,308.2,3.85,1.25,0.63,study,1
1313,33,18,787.6,9.84,1,0.103,commute,1
1314,24,21,2672.3,33.4,1.75,0.683,study,0
1315,38,23,1794.7,22.43,1,0.894,study,1
1316,46,21,1574.9,19.69,1.5,0.97,leisure,1
1317,18,21,482.6,6.03,1,0.895,commute,1
1318,18,21,593.9,7.42,1,0.608,leisure,0
1319,77,27,453.7,5.67,1,0.756,commute,0
1320,12,8,1706.5,21.33,1,0.69,shopping,1
1321,56,14,1461.2,18.27,1,0.393,leisure,0
1322,40,3,1508.5,18.86,1,0.216,leisure,0
1323,58,26,1472.8,18.41,1.5,0.57,study,0
1324,16,25,1248,15.6,1,0.832,study,0
1325,7,26,473.5,5.92,1,0.465,leisure,0
1326,10,11,999.9,12.5,1.5,0.627,shopping,0
1327,31,12,817.8,10.22,2,0.52,shopping,0
1328,78,26,605.8,7.57,1,0.736,commute,0
1329,22,20,1441.1,18.01,0.75,0.469,study,0
1330,45,28,1048.8,13.11,1,0.833,commute,1
1331,10,11,875.7,10.95,1.25,0.778,study,0
1332,32,23,936.8,11.71,1.25,0.702,leisure,0
1333,38,23,1972.5,24.66,0.75,0.687,commute,1
1334,37,30,1786.2,22.33,1,0.299,leisure,1
1335,57,25,900.5,11.26,0.5,0.755,commute,0
1336,18,21,725.3,9.07,1.75,0.835,leisure,1
1337,16,25,1476.4,18.46,1,0.49,study,0
1338,28,30,272.4,3.41,1,0.496,commute,1
1339,75,10,1394.6,17.43,0.75,0.76,leisure,1
1340,45,28,877.6,10.97,0.75,0.661,leisure,1
1341,68,11,295.7,3.7,2,0.76,commute,0
1342,18,21,625.1,7.81,1.25,0.79,commute,0
1343,50,25,1104.6,13.81,1.5,0.929,shopping,1
1344,1,19,1258.8,15.74,1.25,0.9,commute,1
1345,77,27,467.4,5.84,0.75,0.98,commute,1
1346,28,30,377.8,4.72,0.75,0.463,commute,1
1347,77,27,518.3,6.48,1.25,0.804,leisure,1
1348,55,10,1025.9,12.82,0.5,0.702,commute,0
1349,74,11,522.2,6.53,1,0.942,commute,1
1350,37,30,1418.2,17.73,0.5,0.631,commute,1
1351,57,25,632.8,7.91,1.5,0.761,commute,1
1352,1,19,1623.5,20.29,1.5,0.877,commute,1
1353,3,12,654.7,8.18,0.75,0.564,study,0
1354,18,21,416.4,5.21,1.5,0.846,leisure,0
1355,2,8,362.2,4.53,1.5,0.456,commute,0
1356,79,28,788.2,9.85,1,0.786,study,0
1357,37,30,1314.1,16.43,1,0.575,shopping,0
1358,38,23,1420.5,17.76,1.25,0.729,commute,1
1359,15,26,1735.4,21.69,1.25,0.637,shopping,0
1360,57,25,692.3,8.65,0.5,0.642,shopping,1
1361,35,8,476.3,5.95,1,0.58,shopping,0
1362,34,13,1795,22.44,2,0.728,leisure,0
1363,19,17,412.1,5.15,0.75,0.551,leisure,1
1364,67,25,981.9,12.27,0.75,0.779,commute,0
1365,28,30,367.2,4.59,0.75,0.514,commute,0
1366,11,23,2410.5,30.13,1,0.969,leisure,0
1367,14,25,1520.5,19.01,1,0.612,commute,0
1368,16,25,1199.5,14.99,0.75,0.588,commute,0
1369,9,19,1150.5,14.38,2,0.98,commute,0
1370,18,21,633,7.91,0.5,0.764,study,0
1371,28,30,348,4.35,0.75,0.415,commute,1
1372,23,28,1080.7,13.51,1.25,0.809,commute,0
1373,2,8,531.9,6.65,1.75,0.804,shopping,1
1374,57,25,594.9,7.44,1,0.711,study,0
1375,9,19,812.8,10.16,1.25,0.676,leisure,1
1376,19,17,389.5,4.87,0.75,0.318,commute,0
1377,36,13,1099.4,13.74,1.25,0.756,commute,0
1378,40,3,1425.5,17.82,1.5,0.335,commute,0
1379,65,28,497.1,6.21,1.25,0.849,commute,1
1380,26,14,459.2,5.74,1,0.549,study,1
1381,1,19,1922.3,24.03,1,0.84,leisure,1
1382,67,25,1336.6,16.71,1.5,0.488,commute,0
1383,27,21,1519.7,19,2,0.918,leisure,1
1384,16,25,1453.5,18.17,1.25,0.789,commute,0
1385,50,25,1701.5,21.27,1,0.511,study,0
1386,47,19,1769.4,22.12,1.25,0.547,shopping,0
1387,71,19,1569.5,19.62,1.5,0.773,study,1
1388,31,12,634.2,7.93,1.5,0.593,study,0
1389,40,3,1431.3,17.89,1,0.461,commute,0
1390,14,25,1742.9,21.79,0.75,0.526,commute,0
1391,2,8,375.5,4.69,1,0.587,commute,0
1392,46,21,1356.4,16.95,0.75,0.927,leisure,0
1393,64,28,377.2,4.72,1.25,0.71,commute,0
1394,80,26,600.9,7.51,1.25,0.451,shopping,0
1395,64,28,343.4,4.29,1.5,0.774,study,0
1396,28,30,309.3,3.87,2,0.192,commute,1
1397,57,25,855,10.69,0.5,0.381,commute,1
1398,39,19,1402.7,17.53,1,0.805,commute,0
1399,14,25,1202.9,15.04,1.25,0.622,leisure,0
1400,20,4,410.1,5.13,1.5,0.723,commute,1
1401,57,25,801,10.01,1.25,0.762,study,1
1402,10,11,1181.3,14.77,1,0.92,leisure,0
1403,45,28,1040.8,13.01,0.75,0.821,study,1
1404,37,30,2104.8,26.31,2,0.507,leisure,0
1405,13,1,1102.8,13.78,0.75,0.786,study,1
1406,10,11,1214.9,15.19,1,0.828,commute,1
1407,4,5,1317.7,16.47,2,0.67,commute,0
1408,23,28,841.2,10.52,1.25,0.922,commute,1
1409,77,27,502,6.28,1,0.683,study,1
1410,9,19,768,9.6,1.75,0.874,study,0
1411,46,21,1645.7,20.57,1,0.671,commute,0
1412,6,28,1464.7,18.31,1,0.783,commute,0
1413,57,25,630.9,7.89,1.25,0.733,leisure,1
1414,59,28,2239.5,27.99,1,0.628,leisure,0
1415,57,25,524.3,6.55,0.75,0.694,shopping,0
1416,1,19,1974.3,24.68,1,0.774,leisure,0
1417,38,23,1806.6,22.58,2,0.735,study,0
1418,30,4,1818.2,22.73,1.25,0.652,commute,0
1419,27,21,2101.7,26.27,1,0.735,study,0
1420,66,17,1430.2,17.88,1.25,0.394,leisure,0
1421,8,8,439.3,5.49,1,0.64,leisure,1
1422,13,1,1233.3,15.42,0.75,0.658,leisure,0
1423,78,26,915.8,11.45,1,0.55,leisure,0
1424,72,28,1046.9,13.09,0.75,0.622,leisure,0
1425,76,2,464,5.8,0.75,0.618,leisure,1
1426,78,26,1053.5,13.17,1.5,0.545,commute,1
1427,20,4,441.8,5.52,1.75,0.558,leisure,0
1428,28,30,336.2,4.2,1.5,0.615,study,1
1429,14,25,1545.5,19.32,1,0.762,commute,0
1430,2,8,299.2,3.74,1.25,0.629,commute,1
1431,37,30,1857.1,23.21,1,0.488,leisure,0
1432,13,1,1166.9,14.59,1.75,0.484,study,1
1433,17,3,2265.7,28.32,1,0.164,shopping,0
1434,16,25,1767.7,22.1,1.5,0.533,shopping,0
1435,35,8,500.2,6.25,1.75,0.673,commute,1
1436,14,25,1558,19.48,1,0.974,commute,1
1437,80,26,608.5,7.61,1.5,0.595,leisure,1
1438,29,24,313.6,3.92,0.75,0.662,study,1
1439,62,28,711.8,8.9,1,0.686,leisure,1
1440,79,28,519.1,6.49,1.25,0.749,leisure,1
1441,11,23,1793.4,22.42,1.5,0.762,commute,0
1442,67,25,1131,14.14,0.5,0.803,study,1
1443,77,27,458.5,5.73,1,0.627,study,1
1444,67,25,1016.5,12.71,1,0.548,commute,0
1445,4,5,1382.6,17.28,0.5,0.847,leisure,1
1446,41,26,1648.3,20.6,1,0.838,commute,0
1447,75,10,1825.2,22.82,1,0.626,leisure,0
1448,70,14,1383.6,17.3,1.25,0.251,study,0
1449,57,25,717.9,8.97,1.25,0.762,commute,0
1450,65,28,673,8.41,1.75,0.738,commute,0
1451,17,3,1410,17.62,1.5,0.214,study,0
1452,38,23,1980.1,24.75,1.5,0.764,shopping,0
1453,3,12,428,5.35,0.75,0.679,shopping,0
1454,33,18,418,5.23,1.25,0.376,shopping,1
1455,3,12,662.7,8.28,1,0.475,commute,0
1456,48,19,484.9,6.06,1.25,0.754,shopping,1
1457,76,2,447.9,5.6,0.75,0.44,commute,1
1458,40,3,1589,19.86,1.75,0.41,study,0
1459,50,25,1676.1,20.95,1.25,0.98,commute,0
1460,7,26,294.8,3.68,1,0.761,shopping,1
1461,58,26,1001.2,12.51,1.25,0.756,leisure,1
1462,74,11,484.3,6.05,0.5,0.804,leisure,1
1463,24,21,2273,28.41,0.75,0.715,leisure,0
1464,16,25,1643.7,20.55,1.25,0.653,shopping,0
1465,58,26,1921.1,24.01,1.25,0.757,commute,0
1466,52,2,495,6.19,0.5,0.363,study,1
1467,43,28,2348,29.35,1.25,0.604,leisure,0
1468,45,28,1360,17,1,0.883,commute,0
1469,33,18,651.4,8.14,1,0.494,leisure,0
1470,78,26,842,10.53,0.75,0.529,commute,0
1471,52,2,466.7,5.83,1,0.55,commute,1
1472,80,26,559.6,6.99,0.75,0.556,commute,0
1473,12,8,1508.2,18.85,1,0.571,commute,0
1474,6,28,1801.2,22.52,1.5,0.742,study,0
1475,2,8,376.9,4.71,1.25,0.605,commute,1
1476,12,8,1156.9,14.46,1.25,0.586,commute,0
1477,67,25,855,10.69,0.5,0.825,shopping,0
1478,46,21,2186.2,27.33,0.75,0.789,study,1
1479,22,20,1359.6,17,2,0.356,commute,1
1480,9,19,730.3,9.13,1.75,0.869,commute,1
1481,78,26,752.3,9.4,1.75,0.549,leisure,0
1482,78,26,843.8,10.55,1.25,0.402,commute,0
1483,65,28,572.2,7.15,0.75,0.618,commute,1
1484,18,21,612.8,7.66,1,0.816,study,1
1485,79,28,567.7,7.1,1.25,0.855,commute,1
1486,45,28,1178.8,14.73,2,0.547,commute,0
1487,67,25,1456,18.2,0.75,0.934,commute,0
1488,79,28,746.2,9.33,1.5,0.663,commute,0
1489,77,27,464.3,5.8,0.75,0.715,commute,1
1490,67,25,1359.2,16.99,2,0.98,study,1
1491,34,13,1849.3,23.12,0.5,0.736,leisure,0
1492,23,28,809.7,10.12,1.25,0.845,commute,0
1493,24,21,1534.3,19.18,0.75,0.98,commute,1
1494,51,15,626.8,7.83,0.75,0.718,commute,1
1495,67,25,1411.4,17.64,0.75,0.738,study,0
1496,16,25,1064.4,13.3,0.75,0.527,commute,1
1497,55,10,1102.7,13.78,1.5,0.5,study,0
1498,59,28,2651.3,33.14,2,0.815,commute,0
1499,27,21,2123.2,26.54,0.5,0.66,leisure,0
1500,32,23,773.2,9.66,1,0.849,commute,1
1501,34,13,1492.7,18.66,1.25,0.606,leisure,1
1502,24,21,1641.2,20.51,1.25,0.748,leisure,0
1503,75,10,1377.1,17.21,1,0.55,study,0
1504,13,1,1059.3,13.24,1.25,0.817,study,1
1505,62,28,806.9,10.09,1,0.902,leisure,0
1506,75,10,2617.3,32.72,1.25,0.774,commute,0
1507,3,12,347.6,4.34,2,0.744,commute,1
1508,8,8,473.7,5.92,1.25,0.468,study,1
1509,52,2,462.3,5.78,0.75,0.605,leisure,1
1510,14,25,1977.7,24.72,0.75,0.755,shopping,0
1511,53,5,1705,21.31,1,0.732,shopping,0
1512,50,25,1077,13.46,0.5,0.694,study,1
1513,10,11,982.1,12.28,0.5,0.727,study,1
1514,47,19,2119.3,26.49,1,0.735,shopping,0
1515,2,8,300.2,3.75,0.5,0.683,commute,0
1516,59,28,3082,38.53,1.25,0.893,leisure,0
1517,77,27,485.2,6.07,1.5,0.65,commute,0
1518,36,13,1781.2,22.27,1.5,0.661,commute,0
1519,67,25,1184.6,14.81,1.5,0.879,commute,0
1520,28,30,222.5,2.78,1.25,0.502,leisure,1
1521,58,26,1002.8,12.54,2,0.414,study,0
1522,79,28,691.6,8.64,1,0.838,commute,1
1523,70,14,1321.8,16.52,1.5,0.362,commute,1
1524,41,26,1526.9,19.09,1.25,0.641,study,0
1525,12,8,1815.3,22.69,1,0.626,shopping,0
1526,24,21,1967.4,24.59,1.25,0.691,commute,1
1527,6,28,2277.5,28.47,1,0.762,commute,0
1528,43,28,1903.7,23.8,0.75,0.699,commute,0
1529,5,28,1470.7,18.38,0.5,0.804,commute,0
1530,9,19,815.3,10.19,0.75,0.98,commute,1
1531,80,26,787.7,9.85,0.75,0.39,commute,0
1532,65,28,612.2,7.65,1,0.624,study,1
1533,50,25,1335.7,16.7,1.5,0.741,commute,0
1534,8,8,315.1,3.94,1,0.825,leisure,1
1535,30,4,1472.1,18.4,1,0.561,commute,0
1536,5,28,1659.6,20.75,0.5,0.74,commute,1
1537,40,3,2311.8,28.9,1.25,0.542,leisure,0
