person_id,zone_id,alternative,station_id,walking_time_min,price_eur,availability,bike_option,chosen
1203,50,station_19,19,77.73,1.25,0.9,1,0
1203,50,station_25,25,16.997,0.9,0.666,1,0
1203,50,station_28,28,50.967,0.9,0.755,1,0
1204,72,outside,0,0.0,0.0,0.0,0,1
1204,72,station_8,8,108.042,1.25,0.35,1,0
1204,72,station_19,19,129.488,1.25,0.9,1,0
1204,72,station_25,25,66.488,0.9,0.666,1,0
1204,72,station_28,28,17.792,0.9,0.755,1,0
1205,20,outside,0,0.0,0.0,0.0,0,1
1205,20,station_8,8,125.682,1.25,0.35,1,0
1205,20,station_19,19,154.077,1.25,0.9,1,0
1205,20,station_25,25,95.28,0.9,0.666,1,0
1205,20,station_28,28,36.427,0.9,0.755,1,0
1206,22,outside,0,0.0,0.0,0.0,0,0
1206,22,station_8,8,75.15,1.25,0.35,1,0
1206,22,station_19,19,59.51,1.25,0.9,1,0
1206,22,station_25,25,21.007,0.9,0.666,1,1
1206,22,station_28,28,77.226,0.9,0.755,1,0
1207,77,outside,0,0.0,0.0,0.0,0,1
1207,77,station_8,8,15.566,1.25,0.35,1,0
1207,77,station_19,19,38.912,1.25,0.9,1,0
1207,77,station_25,25,76.359,0.9,0.666,1,0
1207,77,station_28,28,90.868,0.9,0.755,1,0
1208,27,outside,0,0.0,0.0,0.0,0,1
1208,27,station_8,8,83.882,1.25,0.35,1,0
1208,27,station_19,19,95.907,1.25,0.9,1,0
1208,27,station_25,25,33.242,0.9,0.666,1,0
1208,27,station_28,28,31.308,0.9,0.755,1,0
1209,36,outside,0,0.0,0.0,0.0,0,1
1209,36,station_8,8,49.761,1.25,0.35,1,0
1209,36,station_19,19,23.538,1.25,0.9,1,0
1209,36,station_25,25,101.025,0.9,0.666,1,0
1209,36,station_28,28,130.581,0.9,0.755,1,0
1210,14,outside,0,0.0,0.0,0.0,0,1
1210,14,station_8,8,69.896,1.25,0.35,1,0
1210,14,station_19,19,67.32,1.25,0.9,1,0
1210,14,station_25,25,17.838,0.9,0.666,1,0
1210,14,station_28,28,60.29,0.9,0.755,1,0
1211,57,outside,0,0.0,0.0,0.0,0,1
1211,57,station_8,8,83.823,1.25,0.35,1,0
1211,57,station_19,19,81.369,1.25,0.9,1,0
1211,57,station_25,25,8.476,0.9,0.666,1,0
1211,57,station_28,28,56.282,0.9,0.755,1,0
1212,2,outside,0,0.0,0.0,0.0,0,0
1212,2,station_8,8,4.679,1.25,0.35,1,1
1212,2,station_19,19,57.165,1.25,0.9,1,0
1212,2,station_25,25,90.696,0.9,0.666,1,0
1212,2,station_28,28,91.632,0.9,0.755,1,0
1213,28,outside,0,0.0,0.0,0.0,0,0
1213,28,station_8,8,45.893,1.25,0.35,1,0
1213,28,station_19,19,17.858,1.25,0.9,1,1
1213,28,station_25,25,63.65,0.9,0.666,1,0
1213,28,station_28,28,100.112,0.9,0.755,1,0
1214,12,outside,0,0.0,0.0,0.0,0,1
1214,12,station_8,8,16.711,1.25,0.35,1,0
1214,12,station_19,19,45.818,1.25,0.9,1,0
1214,12,station_25,25,97.417,0.9,0.666,1,0
1214,12,station_28,28,107.888,0.9,0.755,1,0
1215,59,outside,0,0.0,0.0,0.0,0,1
1215,59,station_8,8,101.758,1.25,0.35,1,0
1215,59,station_19,19,111.107,1.25,0.9,1,0
1215,59,station_25,25,38.654,0.9,0.666,1,0
1215,59,station_28,28,35.203,0.9,0.755,1,0
1216,27,outside,0,0.0,0.0,0.0,0,1
1216,27,station_8,8,83.882,1.25,0.35,1,0
1216,27,station_19,19,95.907,1.25,0.9,1,0
1216,27,station_25,25,33.242,0.9,0.666,1,0
1216,27,station_28,28,31.308,0.9,0.755,1,0
1217,27,outside,0,0.0,0.0,0.0,0,1
1217,27,station_8,8,83.882,1.25,0.35,1,0
1217,27,station_19,19,95.907,1.25,0.9,1,0
1217,27,station_25,25,33.242,0.9,0.666,1,0
1217,27,station_28,28,31.308,0.9,0.755,1,0
1218,64,outside,0,0.0,0.0,0.0,0,0
1218,64,station_8,8,88.473,1.25,0.35,1,0
1218,64,station_19,19,113.427,1.25,0.9,1,0
1218,64,station_25,25,60.627,0.9,0.666,1,0
1218,64,station_28,28,4.372,0.9,0.755,1,1
1219,56,outside,0,0.0,0.0,0.0,0,1
1219,56,station_8,8,65.404,1.25,0.35,1,0
1219,56,station_19,19,111.818,1.25,0.9,1,0
1219,56,station_25,25,98.529,0.9,0.666,1,0
1219,56,station_28,28,55.292,0.9,0.755,1,0
1220,12,outside,0,0.0,0.0,0.0,0,1
1220,12,station_8,8,16.711,1.25,0.35,1,0
1220,12,station_19,19,45.818,1.25,0.9,1,0
1220,12,station_25,25,97.417,0.9,0.666,1,0
1220,12,station_28,28,107.888,0.9,0.755,1,0
1221,40,outside,0,0.0,0.0,0.0,0,1
1221,40,station_8,8,50.28,1.25,0.35,1,0
1221,40,station_19,19,63.179,1.25,0.9,1,0
1221,40,station_25,25,39.841,0.9,0.666,1,0
1221,40,station_28,28,54.545,0.9,0.755,1,0
1222,5,outside,0,0.0,0.0,0.0,0,1
1222,5,station_8,8,100.125,1.25,0.35,1,0
1222,5,station_19,19,116.708,1.25,0.9,1,0
1222,5,station_25,25,51.061,0.9,0.666,1,0
1222,5,station_28,28,20.857,0.9,0.755,1,0
1223,40,outside,0,0.0,0.0,0.0,0,1
1223,40,station_8,8,50.28,1.25,0.35,1,0
1223,40,station_19,19,63.179,1.25,0.9,1,0
1223,40,station_25,25,39.841,0.9,0.666,1,0
1223,40,station_28,28,54.545,0.9,0.755,1,0
1224,37,outside,0,0.0,0.0,0.0,0,1
1224,37,station_8,8,68.494,1.25,0.35,1,0
1224,37,station_19,19,27.417,1.25,0.9,1,0
1224,37,station_25,25,59.272,0.9,0.666,1,0
1224,37,station_28,28,109.137,0.9,0.755,1,0
1225,10,outside,0,0.0,0.0,0.0,0,1
1225,10,station_8,8,39.742,1.25,0.35,1,0
1225,10,station_19,19,76.751,1.25,0.9,1,0
1225,10,station_25,25,67.733,0.9,0.666,1,0
1225,10,station_28,28,52.375,0.9,0.755,1,0
1226,9,outside,0,0.0,0.0,0.0,0,1
1226,9,station_8,8,60.179,1.25,0.35,1,0
1226,9,station_19,19,10.891,1.25,0.9,1,0
1226,9,station_25,25,89.553,0.9,0.666,1,0
1226,9,station_28,28,128.538,0.9,0.755,1,0
1227,67,outside,0,0.0,0.0,0.0,0,1
1227,67,station_8,8,75.235,1.25,0.35,1,0
1227,67,station_19,19,63.443,1.25,0.9,1,0
1227,67,station_25,25,16.514,0.9,0.666,1,0
1227,67,station_28,28,71.834,0.9,0.755,1,0
1228,31,outside,0,0.0,0.0,0.0,0,1
1228,31,station_8,8,78.215,1.25,0.35,1,0
1228,31,station_19,19,113.719,1.25,0.9,1,0
1228,31,station_25,25,77.83,0.9,0.666,1,0
1228,31,station_28,28,24.111,0.9,0.755,1,0
1229,47,outside,0,0.0,0.0,0.0,0,1
1229,47,station_8,8,69.469,1.25,0.35,1,0
1229,47,station_19,19,26.159,1.25,0.9,1,0
1229,47,station_25,25,62.253,0.9,0.666,1,0
1229,47,station_28,28,112.087,0.9,0.755,1,0
1230,35,outside,0,0.0,0.0,0.0,0,1
1230,35,station_8,8,5.157,1.25,0.35,1,0
1230,35,station_19,19,56.506,1.25,0.9,1,0
1230,35,station_25,25,92.499,0.9,0.666,1,0
1230,35,station_28,28,94.18,0.9,0.755,1,0
1231,52,outside,0,0.0,0.0,0.0,0,1
1231,52,station_8,8,87.473,1.25,0.35,1,0
1231,52,station_19,19,129.185,1.25,0.9,1,0
1231,52,station_25,25,99.326,0.9,0.666,1,0
1231,52,station_28,28,42.06,0.9,0.755,1,0
1232,5,outside,0,0.0,0.0,0.0,0,1
1232,5,station_8,8,100.125,1.25,0.35,1,0
1232,5,station_19,19,116.708,1.25,0.9,1,0
1232,5,station_25,25,51.061,0.9,0.666,1,0
1232,5,station_28,28,20.857,0.9,0.755,1,0
1233,10,outside,0,0.0,0.0,0.0,0,1
1233,10,station_8,8,39.742,1.25,0.35,1,0
1233,10,station_19,19,76.751,1.25,0.9,1,0
1233,10,station_25,25,67.733,0.9,0.666,1,0
1233,10,station_28,28,52.375,0.9,0.755,1,0
1234,27,outside,0,0.0,0.0,0.0,0,1
1234,27,station_8,8,83.882,1.25,0.35,1,0
1234,27,station_19,19,95.907,1.25,0.9,1,0
1234,27,station_25,25,33.242,0.9,0.666,1,0
1234,27,station_28,28,31.308,0.9,0.755,1,0
1235,71,outside,0,0.0,0.0,0.0,0,1
1235,71,station_8,8,58.007,1.25,0.35,1,0
1235,71,station_19,19,24.109,1.25,0.9,1,0
1235,71,station_25,25,103.797,0.9,0.666,1,0
1235,71,station_28,28,136.758,0.9,0.755,1,0
1236,50,outside,0,0.0,0.0,0.0,0,1
1236,50,station_8,8,75.498,1.25,0.35,1,0
1236,50,station_19,19,77.73,1.25,0.9,1,0
1236,50,station_25,25,16.997,0.9,0.666,1,0
1236,50,station_28,28,50.967,0.9,0.755,1,0
1237,8,outside,0,0.0,0.0,0.0,0,1
1237,8,station_8,8,4.571,1.25,0.35,1,0
1237,8,station_19,19,49.873,1.25,0.9,1,0
1237,8,station_25,25,83.221,0.9,0.666,1,0
1237,8,station_28,28,89.191,0.9,0.755,1,0
1238,8,outside,0,0.0,0.0,0.0,0,1
1238,8,station_8,8,4.571,1.25,0.35,1,0
1238,8,station_19,19,49.873,1.25,0.9,1,0
1238,8,station_25,25,83.221,0.9,0.666,1,0
1238,8,station_28,28,89.191,0.9,0.755,1,0
1239,29,outside,0,0.0,0.0,0.0,0,1
1239,29,station_8,8,90.575,1.25,0.35,1,0
1239,29,station_19,19,126.377,1.25,0.9,1,0
1239,29,station_25,25,86.174,0.9,0.666,1,0
1239,29,station_28,28,24.94,0.9,0.755,1,0
1240,28,outside,0,0.0,0.0,0.0,0,0
1240,28,station_8,8,45.893,1.25,0.35,1,0
1240,28,station_19,19,17.858,1.25,0.9,1,1
1240,28,station_25,25,63.65,0.9,0.666,1,0
1240,28,station_28,28,100.112,0.9,0.755,1,0
1241,3,outside,0,0.0,0.0,0.0,0,1
1241,3,station_8,8,66.181,1.25,0.35,1,0
1241,3,station_19,19,106.175,1.25,0.9,1,0
1241,3,station_25,25,81.895,0.9,0.666,1,0
1241,3,station_28,28,37.637,0.9,0.755,1,0
1242,5,outside,0,0.0,0.0,0.0,0,0
1242,5,station_8,8,100.125,1.25,0.35,1,0
1242,5,station_19,19,116.708,1.25,0.9,1,0
1242,5,station_25,25,51.061,0.9,0.666,1,0
1242,5,station_28,28,20.857,0.9,0.755,1,1
1243,6,outside,0,0.0,0.0,0.0,0,0
1243,6,station_8,8,98.145,1.25,0.35,1,0
1243,6,station_19,19,113.947,1.25,0.9,1,0
1243,6,station_25,25,48.196,0.9,0.666,1,0
1243,6,station_28,28,21.955,0.9,0.755,1,1
1244,65,outside,0,0.0,0.0,0.0,0,0
1244,65,station_8,8,95.69,1.25,0.35,1,0
1244,65,station_19,19,118.286,1.25,0.9,1,0
1244,65,station_25,25,60.162,0.9,0.666,1,0
1244,65,station_28,28,7.765,0.9,0.755,1,1
1245,13,outside,0,0.0,0.0,0.0,0,1
1245,13,station_8,8,26.846,1.25,0.35,1,0
1245,13,station_19,19,29.228,1.25,0.9,1,0
1245,13,station_25,25,89.473,0.9,0.666,1,0
1245,13,station_28,28,110.088,0.9,0.755,1,0
1246,46,outside,0,0.0,0.0,0.0,0,1
1246,46,station_8,8,50.091,1.25,0.35,1,0
1246,46,station_19,19,85.489,1.25,0.9,1,0
1246,46,station_25,25,66.439,0.9,0.666,1,0
1246,46,station_28,28,42.432,0.9,0.755,1,0
1247,43,outside,0,0.0,0.0,0.0,0,1
1247,43,station_8,8,108.193,1.25,0.35,1,0
1247,43,station_19,19,120.051,1.25,0.9,1,0
1247,43,station_25,25,48.125,0.9,0.666,1,0
1247,43,station_28,28,32.62,0.9,0.755,1,0
1248,28,outside,0,0.0,0.0,0.0,0,1
1248,28,station_8,8,45.893,1.25,0.35,1,0
1248,28,station_19,19,17.858,1.25,0.9,1,0
1248,28,station_25,25,63.65,0.9,0.666,1,0
1248,28,station_28,28,100.112,0.9,0.755,1,0
1249,58,outside,0,0.0,0.0,0.0,0,1
1249,58,station_8,8,70.988,1.25,0.35,1,0
1249,58,station_19,19,46.308,1.25,0.9,1,0
1249,58,station_25,25,35.817,0.9,0.666,1,0
1249,58,station_28,28,89.487,0.9,0.755,1,0
1250,62,outside,0,0.0,0.0,0.0,0,0
1250,62,station_8,8,101.631,1.25,0.35,1,0
1250,62,station_19,19,125.187,1.25,0.9,1,0
1250,62,station_25,25,66.178,0.9,0.666,1,0
1250,62,station_28,28,10.43,0.9,0.755,1,1
1251,80,outside,0,0.0,0.0,0.0,0,1
1251,80,station_8,8,79.716,1.25,0.35,1,0
1251,80,station_19,19,50.2,1.25,0.9,1,0
1251,80,station_25,25,38.164,0.9,0.666,1,0
1251,80,station_28,28,96.269,0.9,0.755,1,0
1252,43,outside,0,0.0,0.0,0.0,0,1
1252,43,station_8,8,108.193,1.25,0.35,1,0
1252,43,station_19,19,120.051,1.25,0.9,1,0
1252,43,station_25,25,48.125,0.9,0.666,1,0
1252,43,station_28,28,32.62,0.9,0.755,1,0
1253,24,outside,0,0.0,0.0,0.0,0,1
1253,24,station_8,8,59.502,1.25,0.35,1,0
1253,24,station_19,19,71.183,1.25,0.9,1,0
1253,24,station_25,25,33.7,0.9,0.666,1,0
1253,24,station_28,28,47.589,0.9,0.755,1,0
1254,14,outside,0,0.0,0.0,0.0,0,0
1254,14,station_8,8,69.896,1.25,0.35,1,0
1254,14,station_19,19,67.32,1.25,0.9,1,0
1254,14,station_25,25,17.838,0.9,0.666,1,1
1254,14,station_28,28,60.29,0.9,0.755,1,0
1255,37,outside,0,0.0,0.0,0.0,0,1
1255,37,station_8,8,68.494,1.25,0.35,1,0
1255,37,station_19,19,27.417,1.25,0.9,1,0
1255,37,station_25,25,59.272,0.9,0.666,1,0
1255,37,station_28,28,109.137,0.9,0.755,1,0
1256,60,outside,0,0.0,0.0,0.0,0,1
1256,60,station_8,8,90.016,1.25,0.35,1,0
1256,60,station_19,19,37.449,1.25,0.9,1,0
1256,60,station_25,25,92.489,0.9,0.666,1,0
1256,60,station_28,28,144.031,0.9,0.755,1,0
1257,14,outside,0,0.0,0.0,0.0,0,1
1257,14,station_8,8,69.896,1.25,0.35,1,0
1257,14,station_19,19,67.32,1.25,0.9,1,0
1257,14,station_25,25,17.838,0.9,0.666,1,0
1257,14,station_28,28,60.29,0.9,0.755,1,0
1258,18,outside,0,0.0,0.0,0.0,0,1
1258,18,station_8,8,57.722,1.25,0.35,1,0
1258,18,station_19,19,85.165,1.25,0.9,1,0
1258,18,station_25,25,54.276,0.9,0.666,1,0
1258,18,station_28,28,34.63,0.9,0.755,1,0
1259,78,outside,0,0.0,0.0,0.0,0,1
1259,78,station_8,8,85.507,1.25,0.35,1,0
1259,78,station_19,19,51.361,1.25,0.9,1,0
1259,78,station_25,25,44.406,0.9,0.666,1,0
1259,78,station_28,28,104.032,0.9,0.755,1,0
1260,2,outside,0,0.0,0.0,0.0,0,1
1260,2,station_8,8,4.679,1.25,0.35,1,0
1260,2,station_19,19,57.165,1.25,0.9,1,0
1260,2,station_25,25,90.696,0.9,0.666,1,0
1260,2,station_28,28,91.632,0.9,0.755,1,0
1261,36,outside,0,0.0,0.0,0.0,0,1
1261,36,station_8,8,49.761,1.25,0.35,1,0
1261,36,station_19,19,23.538,1.25,0.9,1,0
1261,36,station_25,25,101.025,0.9,0.666,1,0
1261,36,station_28,28,130.581,0.9,0.755,1,0
1262,24,outside,0,0.0,0.0,0.0,0,1
1262,24,station_8,8,59.502,1.25,0.35,1,0
1262,24,station_19,19,71.183,1.25,0.9,1,0
1262,24,station_25,25,33.7,0.9,0.666,1,0
1262,24,station_28,28,47.589,0.9,0.755,1,0
1263,7,outside,0,0.0,0.0,0.0,0,1
1263,7,station_8,8,85.244,1.25,0.35,1,0
1263,7,station_19,19,55.162,1.25,0.9,1,0
1263,7,station_25,25,37.637,0.9,0.666,1,0
1263,7,station_28,28,98.08,0.9,0.755,1,0
1264,77,outside,0,0.0,0.0,0.0,0,1
1264,77,station_8,8,15.566,1.25,0.35,1,0
1264,77,station_19,19,38.912,1.25,0.9,1,0
1264,77,station_25,25,76.359,0.9,0.666,1,0
1264,77,station_28,28,90.868,0.9,0.755,1,0
1265,68,outside,0,0.0,0.0,0.0,0,1
1265,68,station_8,8,30.047,1.25,0.35,1,0
1265,68,station_19,19,72.698,1.25,0.9,1,0
1265,68,station_25,25,75.575,0.9,0.666,1,0
1265,68,station_28,28,63.183,0.9,0.755,1,0
1266,57,outside,0,0.0,0.0,0.0,0,1
1266,57,station_8,8,83.823,1.25,0.35,1,0
1266,57,station_19,19,81.369,1.25,0.9,1,0
1266,57,station_25,25,8.476,0.9,0.666,1,0
1266,57,station_28,28,56.282,0.9,0.755,1,0
1267,30,outside,0,0.0,0.0,0.0,0,1
1267,30,station_8,8,143.851,1.25,0.35,1,0
1267,30,station_19,19,166.198,1.25,0.9,1,0
1267,30,station_25,25,98.299,0.9,0.666,1,0
1267,30,station_28,28,52.084,0.9,0.755,1,0
1268,45,outside,0,0.0,0.0,0.0,0,0
1268,45,station_8,8,106.32,1.25,0.35,1,0
1268,45,station_19,19,130.298,1.25,0.9,1,0
1268,45,station_25,25,70.449,0.9,0.666,1,0
1268,45,station_28,28,14.633,0.9,0.755,1,1
1269,18,outside,0,0.0,0.0,0.0,0,1
1269,18,station_8,8,57.722,1.25,0.35,1,0
1269,18,station_19,19,85.165,1.25,0.9,1,0
1269,18,station_25,25,54.276,0.9,0.666,1,0
1269,18,station_28,28,34.63,0.9,0.755,1,0
1270,66,outside,0,0.0,0.0,0.0,0,1
1270,66,station_8,8,130.066,1.25,0.35,1,0
1270,66,station_19,19,166.347,1.25,0.9,1,0
1270,66,station_25,25,117.664,0.9,0.666,1,0
1270,66,station_28,28,53.6,0.9,0.755,1,0
1271,8,outside,0,0.0,0.0,0.0,0,0
1271,8,station_8,8,4.571,1.25,0.35,1,1
1271,8,station_19,19,49.873,1.25,0.9,1,0
1271,8,station_25,25,83.221,0.9,0.666,1,0
1271,8,station_28,28,89.191,0.9,0.755,1,0
1272,46,outside,0,0.0,0.0,0.0,0,1
1272,46,station_8,8,50.091,1.25,0.35,1,0
1272,46,station_19,19,85.489,1.25,0.9,1,0
1272,46,station_25,25,66.439,0.9,0.666,1,0
1272,46,station_28,28,42.432,0.9,0.755,1,0
1273,43,outside,0,0.0,0.0,0.0,0,1
1273,43,station_8,8,108.193,1.25,0.35,1,0
1273,43,station_19,19,120.051,1.25,0.9,1,0
1273,43,station_25,25,48.125,0.9,0.666,1,0
1273,43,station_28,28,32.62,0.9,0.755,1,0
1274,79,outside,0,0.0,0.0,0.0,0,1
1274,79,station_8,8,99.13,1.25,0.35,1,0
1274,79,station_19,19,126.347,1.25,0.9,1,0
1274,79,station_25,25,72.25,0.9,0.666,1,0
1274,79,station_28,28,8.805,0.9,0.755,1,0
1275,24,outside,0,0.0,0.0,0.0,0,0
1275,24,station_8,8,59.502,1.25,0.35,1,0
1275,24,station_19,19,71.183,1.25,0.9,1,0
1275,24,station_25,25,33.7,0.9,0.666,1,1
1275,24,station_28,28,47.589,0.9,0.755,1,0
1276,43,outside,0,0.0,0.0,0.0,0,1
1276,43,station_8,8,108.193,1.25,0.35,1,0
1276,43,station_19,19,120.051,1.25,0.9,1,0
1276,43,station_25,25,48.125,0.9,0.666,1,0
1276,43,station_28,28,32.62,0.9,0.755,1,0
1277,22,outside,0,0.0,0.0,0.0,0,1
1277,22,station_8,8,75.15,1.25,0.35,1,0
1277,22,station_19,19,59.51,1.25,0.9,1,0
1277,22,station_25,25,21.007,0.9,0.666,1,0
1277,22,station_28,28,77.226,0.9,0.755,1,0
1278,59,outside,0,0.0,0.0,0.0,0,1
1278,59,station_8,8,101.758,1.25,0.35,1,0
1278,59,station_19,19,111.107,1.25,0.9,1,0
1278,59,station_25,25,38.654,0.9,0.666,1,0
1278,59,station_28,28,35.203,0.9,0.755,1,0
1279,28,outside,0,0.0,0.0,0.0,0,1
1279,28,station_8,8,45.893,1.25,0.35,1,0
1279,28,station_19,19,17.858,1.25,0.9,1,0
1279,28,station_25,25,63.65,0.9,0.666,1,0
1279,28,station_28,28,100.112,0.9,0.755,1,0
1280,22,outside,0,0.0,0.0,0.0,0,1
1280,22,station_8,8,75.15,1.25,0.35,1,0
1280,22,station_19,19,59.51,1.25,0.9,1,0
1280,22,station_25,25,21.007,0.9,0.666,1,0
1280,22,station_28,28,77.226,0.9,0.755,1,0
1281,77,outside,0,0.0,0.0,0.0,0,1
1281,77,station_8,8,15.566,1.25,0.35,1,0
1281,77,station_19,19,38.912,1.25,0.9,1,0
1281,77,station_25,25,76.359,0.9,0.666,1,0
1281,77,station_28,28,90.868,0.9,0.755,1,0
1282,25,outside,0,0.0,0.0,0.0,0,0
1282,25,station_8,8,71.642,1.25,0.35,1,0
1282,25,station_19,19,19.049,1.25,0.9,1,1
1282,25,station_25,25,85.268,0.9,0.666,1,0
1282,25,station_28,28,130.958,0.9,0.755,1,0
1283,60,outside,0,0.0,0.0,0.0,0,1
1283,60,station_8,8,90.016,1.25,0.35,1,0
1283,60,station_19,19,37.449,1.25,0.9,1,0
1283,60,station_25,25,92.489,0.9,0.666,1,0
1283,60,station_28,28,144.031,0.9,0.755,1,0
1284,43,outside,0,0.0,0.0,0.0,0,1
1284,43,station_8,8,108.193,1.25,0.35,1,0
1284,43,station_19,19,120.051,1.25,0.9,1,0
1284,43,station_25,25,48.125,0.9,0.666,1,0
1284,43,station_28,28,32.62,0.9,0.755,1,0
1285,23,outside,0,0.0,0.0,0.0,0,1
1285,23,station_8,8,90.334,1.25,0.35,1,0
1285,23,station_19,19,112.064,1.25,0.9,1,0
1285,23,station_25,25,55.093,0.9,0.666,1,0
1285,23,station_28,28,9.747,0.9,0.755,1,0
1286,5,outside,0,0.0,0.0,0.0,0,1
1286,5,station_8,8,100.125,1.25,0.35,1,0
1286,5,station_19,19,116.708,1.25,0.9,1,0
1286,5,station_25,25,51.061,0.9,0.666,1,0
1286,5,station_28,28,20.857,0.9,0.755,1,0
1287,54,outside,0,0.0,0.0,0.0,0,1
1287,54,station_8,8,62.425,1.25,0.35,1,0
1287,54,station_19,19,108.183,1.25,0.9,1,0
1287,54,station_25,25,94.799,0.9,0.666,1,0
1287,54,station_28,28,53.296,0.9,0.755,1,0
1288,28,outside,0,0.0,0.0,0.0,0,1
1288,28,station_8,8,45.893,1.25,0.35,1,0
1288,28,station_19,19,17.858,1.25,0.9,1,0
1288,28,station_25,25,63.65,0.9,0.666,1,0
1288,28,station_28,28,100.112,0.9,0.755,1,0
1289,21,outside,0,0.0,0.0,0.0,0,1
1289,21,station_8,8,129.476,1.25,0.35,1,0
1289,21,station_19,19,167.479,1.25,0.9,1,0
1289,21,station_25,25,121.663,0.9,0.666,1,0
1289,21,station_28,28,57.205,0.9,0.755,1,0
1290,29,outside,0,0.0,0.0,0.0,0,1
1290,29,station_8,8,90.575,1.25,0.35,1,0
1290,29,station_19,19,126.377,1.25,0.9,1,0
1290,29,station_25,25,86.174,0.9,0.666,1,0
1290,29,station_28,28,24.94,0.9,0.755,1,0
1291,37,outside,0,0.0,0.0,0.0,0,1
1291,37,station_8,8,68.494,1.25,0.35,1,0
1291,37,station_19,19,27.417,1.25,0.9,1,0
1291,37,station_25,25,59.272,0.9,0.666,1,0
1291,37,station_28,28,109.137,0.9,0.755,1,0
1292,17,outside,0,0.0,0.0,0.0,0,1
1292,17,station_8,8,63.784,1.25,0.35,1,0
1292,17,station_19,19,70.418,1.25,0.9,1,0
1292,17,station_25,25,27.153,0.9,0.666,1,0
1292,17,station_28,28,50.824,0.9,0.755,1,0
1293,57,outside,0,0.0,0.0,0.0,0,1
1293,57,station_8,8,83.823,1.25,0.35,1,0
1293,57,station_19,19,81.369,1.25,0.9,1,0
1293,57,station_25,25,8.476,0.9,0.666,1,0
1293,57,station_28,28,56.282,0.9,0.755,1,0
1294,57,outside,0,0.0,0.0,0.0,0,1
1294,57,station_8,8,83.823,1.25,0.35,1,0
1294,57,station_19,19,81.369,1.25,0.9,1,0
1294,57,station_25,25,8.476,0.9,0.666,1,0
1294,57,station_28,28,56.282,0.9,0.755,1,0
1295,20,outside,0,0.0,0.0,0.0,0,1
1295,20,station_8,8,125.682,1.25,0.35,1,0
1295,20,station_19,19,154.077,1.25,0.9,1,0
1295,20,station_25,25,95.28,0.9,0.666,1,0
1295,20,station_28,28,36.427,0.9,0.755,1,0
1296,14,outside,0,0.0,0.0,0.0,0,0
1296,14,station_8,8,69.896,1.25,0.35,1,0
1296,14,station_19,19,67.32,1.25,0.9,1,0
1296,14,station_25,25,17.838,0.9,0.666,1,1
1296,14,station_28,28,60.29,0.9,0.755,1,0
1297,45,outside,0,0.0,0.0,0.0,0,0
1297,45,station_8,8,106.32,1.25,0.35,1,0
1297,45,station_19,19,130.298,1.25,0.9,1,0
1297,45,station_25,25,70.449,0.9,0.666,1,0
1297,45,station_28,28,14.633,0.9,0.755,1,1
1298,77,outside,0,0.0,0.0,0.0,0,1
1298,77,station_8,8,15.566,1.25,0.35,1,0
1298,77,station_19,19,38.912,1.25,0.9,1,0
1298,77,station_25,25,76.359,0.9,0.666,1,0
1298,77,station_28,28,90.868,0.9,0.755,1,0
1299,55,outside,0,0.0,0.0,0.0,0,1
1299,55,station_8,8,70.571,1.25,0.35,1,0
1299,55,station_19,19,22.336,1.25,0.9,1,0
1299,55,station_25,25,98.744,0.9,0.666,1,0
1299,55,station_28,28,139.9,0.9,0.755,1,0
1300,8,outside,0,0.0,0.0,0.0,0,1
1300,8,station_8,8,4.571,1.25,0.35,1,0
1300,8,station_19,19,49.873,1.25,0.9,1,0
1300,8,station_25,25,83.221,0.9,0.666,1,0
1300,8,station_28,28,89.191,0.9,0.755,1,0
1301,9,outside,0,0.0,0.0,0.0,0,0
1301,9,station_8,8,60.179,1.25,0.35,1,0
1301,9,station_19,19,10.891,1.25,0.9,1,1
1301,9,station_25,25,89.553,0.9,0.666,1,0
1301,9,station_28,28,128.538,0.9,0.755,1,0
1302,8,outside,0,0.0,0.0,0.0,0,1
1302,8,station_8,8,4.571,1.25,0.35,1,0
1302,8,station_19,19,49.873,1.25,0.9,1,0
1302,8,station_25,25,83.221,0.9,0.666,1,0
1302,8,station_28,28,89.191,0.9,0.755,1,0
1303,58,outside,0,0.0,0.0,0.0,0,1
1303,58,station_8,8,70.988,1.25,0.35,1,0
1303,58,station_19,19,46.308,1.25,0.9,1,0
1303,58,station_25,25,35.817,0.9,0.666,1,0
1303,58,station_28,28,89.487,0.9,0.755,1,0
1304,27,outside,0,0.0,0.0,0.0,0,1
1304,27,station_8,8,83.882,1.25,0.35,1,0
1304,27,station_19,19,95.907,1.25,0.9,1,0
1304,27,station_25,25,33.242,0.9,0.666,1,0
1304,27,station_28,28,31.308,0.9,0.755,1,0
1305,68,outside,0,0.0,0.0,0.0,0,1
1305,68,station_8,8,30.047,1.25,0.35,1,0
1305,68,station_19,19,72.698,1.25,0.9,1,0
1305,68,station_25,25,75.575,0.9,0.666,1,0
1305,68,station_28,28,63.183,0.9,0.755,1,0
1306,19,outside,0,0.0,0.0,0.0,0,1
1306,19,station_8,8,135.682,1.25,0.35,1,0
1306,19,station_19,19,169.296,1.25,0.9,1,0
1306,19,station_25,25,115.78,0.9,0.666,1,0
1306,19,station_28,28,53.427,0.9,0.755,1,0
1307,46,outside,0,0.0,0.0,0.0,0,1
1307,46,station_8,8,50.091,1.25,0.35,1,0
